2018-01-01 04:04:59;buy;2458151555;8
2018-01-01 09:28:00;buy;2458151933;8
2018-01-01 13:23:16;buy;2458152245;8
2018-01-01 14:20:43;buy;2458152315;100
2018-01-02 02:57:43;buy;2458153264;8
2018-01-02 05:25:38;buy;2458152579;100
2018-01-02 06:56:41;buy;2458152825;800
2018-01-02 07:57:24;buy;2458151525;80
2018-01-02 12:47:33;buy;2458151771;8
2018-01-02 18:09:20;buy;2458151468;88
2018-01-02 19:14:09;buy;2458151757;8
2018-01-02 23:01:53;buy;2458151919;8
2018-01-03 01:33:30;buy;2458151481;200
2018-01-03 03:46:02;buy;2458154757;8
2018-01-03 10:00:39;buy;2458154363;8
2018-01-03 10:53:27;buy;2458152158;200
2018-01-03 14:22:38;buy;2458154859;8
2018-01-03 15:41:48;buy;2458151970;100
2018-01-03 16:44:33;buy;2458154074;8
2018-01-04 02:11:14;buy;2458155036;8
2018-01-04 08:18:52;buy;2458153405;8
2018-01-04 10:43:38;buy;2458151500;8
2018-01-04 11:33:59;buy;2458154725;80
2018-01-04 13:38:55;buy;2458153373;100
2018-01-04 14:55:11;buy;2458156639;8
2018-01-04 17:40:11;buy;2458151911;100
2018-01-04 23:17:59;buy;2458154712;100
2018-01-05 03:10:13;buy;2458156940;8
2018-01-05 03:12:01;buy;2458154994;8
2018-01-05 10:09:07;buy;2458153570;88
2018-01-05 10:23:05;buy;2458151279;100
2018-01-05 11:22:40;buy;2458152536;8
2018-01-05 14:02:56;buy;2458158225;8
2018-01-05 16:57:38;buy;2458154161;100
2018-01-05 18:55:48;buy;2458154102;88
2018-01-05 18:56:16;buy;2458154213;88
2018-01-05 19:20:18;buy;2458154934;8
2018-01-05 20:49:47;buy;2458157558;8
2018-01-05 23:29:46;buy;2458153284;100
2018-01-06 00:16:45;buy;2458155563;8
2018-01-06 02:03:57;buy;2458153040;8
2018-01-06 03:35:33;buy;2458155174;8
2018-01-06 04:27:40;buy;2458157854;8
2018-01-06 05:03:12;buy;2458155231;8
2018-01-06 06:04:54;buy;2458153571;88
2018-01-06 07:48:14;buy;2458159172;8
2018-01-06 08:41:01;buy;2458156162;8
2018-01-06 09:32:57;buy;2458157292;8
2018-01-06 12:16:53;buy;2458158471;8
2018-01-06 13:28:09;buy;2458153365;8
2018-01-06 17:30:28;buy;2458153502;8
2018-01-06 19:07:26;buy;2458157341;8
2018-01-06 19:36:58;buy;2458154795;8
2018-01-06 21:34:36;buy;2458157559;8
2018-01-07 01:26:10;buy;2458157388;8
2018-01-07 02:01:02;buy;2458160062;8
2018-01-07 02:07:55;buy;2458158810;8
2018-01-07 03:58:50;buy;2458156822;800
2018-01-07 06:13:06;buy;2458153132;8
2018-01-07 07:04:48;buy;2458160273;8
2018-01-07 09:11:04;buy;2458153052;8
2018-01-07 10:08:59;buy;2458153937;100
2018-01-07 10:34:56;buy;2458157645;8
2018-01-07 11:36:46;buy;2458155108;8
2018-01-07 12:59:03;buy;2458158559;8
2018-01-07 18:44:58;buy;2458157339;8
2018-01-07 19:09:53;buy;2458157601;8
2018-01-07 20:24:35;buy;2458157193;8
2018-01-07 22:11:28;buy;2458157128;8
2018-01-07 23:58:19;buy;2458159286;8
