Rebound Signal Strength nHz,Rock Density kg/m3
72.94512436383434,2.456547879136858
14.229877200496464,2.601719324133362
36.59733360554553,1.967003889617306
9.5788993917866,2.3004385833666268
21.765897078708488,2.452374393648803
89.6479725563843,2.499599699939095
69.49273292902218,2.3850001380096595
20.150520360804293,2.500672619986891
82.25633703331846,2.70087981032737
64.42480216587825,2.2207806716706493
38.42706533526453,1.9753625646359527
9.891579940324768,2.6991236146815467
31.74109839501984,2.231671133809982
90.49606760311602,2.4317037539201403
13.193425553761086,2.733012253907157
9.556656733258617,2.54549069351582
26.005505770956287,2.3208372567334887
24.81782724551989,2.605705133655041
40.29631043221179,1.6432948728034376
29.60926638268208,2.34317373113082
76.57740034725109,2.3667639348016962
82.61598742148641,2.437220509270091
1.6622916099675256,2.2216957193806124
17.325192665933265,2.585770390235113
35.05157440748773,2.1676654142576375
63.47748521291686,2.189573883586778
13.688236908006553,2.433859159634638
17.49779895786425,2.3638920353608626
1.8638248535233768,2.072813074427202
17.966846241863266,2.5613754412252536
23.938858104365114,2.5724088900600446
66.36433681672493,2.289877511842004
34.02717884113382,2.2148959413605507
76.03302051970569,2.6490467036947942
82.66759708979536,2.5835730644649635
66.78076834258138,2.2869002279603547
47.4528516996207,1.8790170235969974
74.02752793959365,2.309545043657253
86.204735735517,2.57893142122893
72.24767038823758,2.4991283305044076
80.33899094943045,2.3741729414660435
36.867194961622076,2.0388792336770063
31.92883258732886,1.9782048866424198
85.68535822099626,2.6523009966113236
78.45459767911241,2.502119623925533
19.04624316674881,2.3840245694100037
47.72208331312507,1.6945625850624202
54.20224660608897,1.7793427170671983
68.94205562054482,2.2289761676258246
4.89748442374367,2.3866599494592418
70.93875541361047,2.5288051006021925
84.11486701386748,2.634309871165118
3.0466905879650623,2.2055604433200884
55.627983309328435,1.632903204688228
20.939255339103674,2.544247258544079
39.312762083431565,1.743577146037838
25.99751684884293,2.1401495481465505
95.27151287488942,2.056287903505636
16.35683979051127,2.3911241584482017
23.681416872873587,2.544963526831844
58.60894577554667,1.8782175460067148
91.91113113357643,2.2165285119814087
56.32187449695394,1.948904599064476
81.89697225727615,2.4391000536612255
80.96419274547142,2.6326550898136105
11.699274448831806,2.4942683377361075
83.7938487750479,2.456634934750256
45.00299917260036,1.5183629006296764
76.03594543564793,2.4136885329946773
90.5220458789736,2.145039802171545
20.117937366357275,2.600177582558363
60.09010335939281,2.2123681261031356
36.03278833229936,1.9417037879063663
73.49644582053945,2.298521260331265
80.03936214882447,2.38288512412635
12.082653747143214,2.6758919450494387
43.01519325530389,1.5354875363106162
88.61999861730659,2.56504047993983
82.00209730053308,2.4150498410896546
36.38317641199514,1.976469677242621
61.24167372540328,2.1241036377940015
51.147524526001895,1.5556127847124595
8.793127441111015,2.459172248042213
42.877019015013474,1.568636472898425
18.43120376370613,2.529342606611996
20.36768435513796,2.3566779736310544
37.71300541739019,1.7974426081203987
32.506245609823715,2.274554972800911
13.100771043088212,2.501363111191875
17.463915262772492,2.661301797330206
95.30880514652823,2.202839330677824
67.783415424135,2.392828049879367
50.84605579548583,1.6842300527739171
14.136353082826036,2.68614484545372
8.510310722411408,2.3130252079430855
59.08108027721856,1.9953737298791818
65.42721042917287,2.3706167159958715
72.30974680301378,2.627065946057021
67.94457432791229,2.2242138183987343
94.25806323101946,1.9948751544002565
74.8246528734704,2.7447872060849194
81.67184858791407,2.454599817249214
42.39908147575172,1.7947653194005513
47.14796326631153,1.9110286533363459
96.45604612794769,2.1569017890713686
1.4283977976692008,2.404817630069041
75.40825814788492,2.3841622250758654
77.26835176342956,2.5611971417038797
90.52368519082322,2.267247085730939
64.63102590432918,2.0558820857810414
32.18287734086458,2.104552775162185
43.93440205412698,1.5144235263206984
32.0139253878284,2.232263939184195
18.04068176822605,2.4761285171353142
53.87251779344819,1.6882821189780657
14.299446319157871,2.52780853047663
63.86308826233378,2.3672178064128584
70.97721647644408,2.5132746820190155
87.11476768470544,2.4793888970625213
90.6039540658233,2.342037700236416
36.77726864331619,1.8115720406174596
73.98379174383038,2.3068103623776395
54.937937291930574,1.747931492024919
95.8211061254586,1.9234398288401522
79.89441470675233,2.671676017053196
11.275270529558279,2.6684995400395772
57.73885338353692,1.9565348976928414
44.20040777411472,1.6349353226926988
74.80129637644238,2.6274741785312967
37.01061856496572,1.819844751427671
25.97512096908876,2.2659490231558364
41.108585394744026,1.658181807784258
29.79010453068416,2.3794099731837814
96.0337498673036,2.1018415413451015
58.40357878749587,2.139700047325313
68.39444202868181,2.2083736892765673
51.541308721385356,1.670080904295097
2.416683798803887,2.426789304453547
8.084033079923291,2.319906829458051
10.530513450555967,2.3016735009139078
65.30138401932484,2.3977252488866716
8.671061192503327,2.492094890818917
45.08091094692361,1.5307146125417286
9.630172865287891,2.6564901387955686
55.772793390060514,2.052856296142971
20.507388369268238,2.411264174865538
43.700633889755856,1.9313938699573825
27.487803405461893,2.496735003466368
66.88225606474829,2.2717699512275056
15.229799088230633,2.444600230453408
57.38480424041215,2.0474414463947266
47.73335818046141,1.6101614692429358
70.18973681091029,2.44369068268095
63.15961969300982,2.3007497888655672
85.8228363982237,2.248746865466562
47.96599832504393,1.5259002174747076
45.3977407790064,1.8985891130737853
78.48400592774243,2.653822983391107
12.964092088353071,2.4040057848019307
37.89415204862772,1.7772128828322158
7.382817309571866,2.6182956160369253
12.862066821731947,2.57591839756853
35.03032146104438,1.7944511969466719
94.01061418782284,2.0800632675856745
73.31932583276424,2.5754016151683237
30.52668339821865,2.3464863826232936
92.01423084438926,2.239803953317476
32.01631597660349,2.000679279255074
23.60586142528805,2.2197062249453854
57.27181928167367,1.9991872913198758
4.5607699144206695,2.4513709455487644
59.00795312383821,1.9574162977787708
95.89619979108976,1.8817700015209056
1.2829357016215126,1.9824195658017132
59.89865183559226,2.1085846231568848
90.06868695243263,2.48983194704072
5.342430592939751,2.179775245624211
45.34247827267133,1.7006285764117193
3.0821599107542896,2.2726188553343256
31.583201515783497,2.315395121017083
49.511610918047104,1.8757440243143035
88.68478064558352,2.568551159650167
55.21334062283686,1.6347068786580303
51.19161607159198,1.8823967900195466
75.99067699129594,2.6163714055292093
88.47652142736477,2.1646169580745873
27.37182279494625,2.4274074225668185
29.696750864181357,2.285998335772308
77.21045654429477,2.704340783399731
23.212077890773763,2.2620590785737082
32.659946677005216,2.2699470202176517
33.81097867294005,2.215458192133771
45.974918159946654,1.763824329941074
27.73041780267715,2.188005348629038
50.51324967810446,1.7217566726943643
76.013388668115,2.5582261333389544
54.15918606988022,1.9214224470224597
19.851458696102892,2.7037121260422143
74.9432159524812,2.7185556694192945
86.44270393234359,2.5049099817067884
3.619274164664832,2.2612140192095014
15.335311485093895,2.68623849227649
98.83165801176013,2.089274560676868
62.972337576436864,2.2406628720331643
11.567034307926516,2.6611945337766336
15.864479477593006,2.75
3.371053409255076,2.0972768477571746
60.78797418870962,2.244328073972092
20.18184652516101,2.543719624406511
56.252335881928644,1.7792911047804258
9.094233542139452,2.2841674680902955
45.65718337976424,1.5
84.08706470365328,2.3003199048249074
26.72669741996749,2.34227584685385
24.087757798318844,2.256446397350394
3.3505129119190125,2.0900401488793756
93.29796733886327,2.1484149562888186
12.109437411009624,2.715946641916191
34.7065838813255,1.8083939886009155
67.88305288263004,2.155461857722135
90.4010650408183,2.1406286579310017
68.18036948131292,2.2667126512408764
55.0334954137389,1.9896329522987202
69.8318833741907,2.4145961437166212
61.79687928711481,2.049427690951206
5.286960687500908,2.3859098646903236
62.742231833415254,2.2639861662592624
16.865068852482025,2.5530800898339443
5.597797487388922,2.442191182852736
86.48790799096695,2.3797673562162567
89.23350599887121,2.1709981899106934
26.45387498765609,2.445731705027172
64.41424199535251,2.1971376983951876
80.24809189417185,2.5048706844982007
66.30771565423808,2.279101302579127
57.652156303058455,1.8973253057790753
92.03483152876706,2.194387211707685
50.135610457404795,1.9060188808043366
88.99613910581736,2.1435788533784104
36.141025737535564,2.0118811306247304
31.469437709367885,2.193934137952265
40.56860259473414,1.7631355900626078
76.96470452575637,2.567965114149958
32.52994795793478,1.9025170766510033
14.326445282042213,2.572685432303725
72.17029962885678,2.536454309481436
39.694308598330785,1.8600111952274299
89.47419727687425,2.4740634340015895
7.0937367764156924,2.36713604716837
83.10000489109771,2.6346516429661593
85.30829962294689,2.6212376417588477
77.00233064021063,2.5153796915640116
28.684250774425482,2.1745491423843673
23.3576259218536,2.275750195484978
75.57988862479226,2.3994834625897763
32.82656561658135,1.9348559612507588
86.48464761078306,2.5318956459302564
93.39407914706058,2.0505467270798645
49.84064946925092,1.9080894408530664
30.575072760348142,2.3605705398169397
17.465420569204724,2.498737391198169
63.607556507592456,2.0940515553516414
48.74850971527543,1.6180611690377473
37.61630939085428,1.6679312285544752
79.80882330469257,2.418342736519139
52.33850169513833,1.6586085184876875
94.98562471429678,1.97921323328399
68.6222531946816,2.2210094111276657
62.355555074355934,1.9058882710708573
30.725786222048733,1.9915281051403042
59.84470008672882,2.1927908655860096
52.081739293471365,1.8479543033351709
80.59812249525656,2.746652800865723
68.86917639135022,2.2321519958563014
77.9672175145182,2.6636218967735266
49.42788120962351,1.6219392132941604
47.460757476916754,1.660664393777342
15.034235037393561,2.5043794618149278
97.4145024933177,1.9388407562060204
60.48230006605134,1.8679897560426824
38.98023451215976,1.8066819871981608
97.5975874799082,1.7895369533353964
93.233087534506,2.236675266225782
1.723746030790663,2.2710898520056624
1.8985637444343784,2.148268995098211
68.74483058643602,2.3599190377386714
76.28863508873175,2.4804168902377572
45.26698419236127,1.8606350528488287
89.27847838487097,2.457736026716245
91.0983502675115,2.3700920067412934
84.27712335474678,2.316354095513824
41.65219047349761,1.7941915609012042
50.69252145689931,1.5631077144486984
7.776601096278579,2.6174170729488964
53.29269433738215,1.8170387497085327
0.7002273083892785,2.1129651823594635
58.58658474310076,2.0002925712943327
54.674548461300354,1.8791813370182595
15.162434319582216,2.644989661809002
38.020266713914545,2.0442866153346504
