default,student,balance,income
0,0,729.5264952072861,44361.62507426691
0,1,817.180406555498,12106.1347003149
0,0,1073.54916401173,31767.1389473999
0,0,529.250604745278,35704.4939350781
0,0,785.655882930501,38463.4958787229
0,1,919.5885304745,7491.55857182746
0,0,825.513330517201,24905.226577523503
0,1,808.667504297266,17600.4513435869
0,0,1161.05785403132,37468.5292875375
0,0,0.0,29275.2682931678
0,1,0.0,21871.0730892776
0,1,1220.58375300377,13268.562220926102
0,0,237.045113977472,28251.6953449631
0,0,606.742343302464,44994.55584921731
0,0,1112.96840063305,23810.174050036
0,0,286.232560139224,45042.413035885496
0,0,0.0,50265.3123535985
0,1,527.540184074571,17636.5396172936
0,0,485.936864171729,61566.106117801
0,0,1095.0727352874,26464.631389228998
0,0,228.952549642572,50500.1821977441
0,0,954.261792773545,32457.5090750754
0,0,1055.95660472904,51317.8830823874
0,0,641.984388848021,30466.1032574814
0,0,773.211724534176,34353.3143050038
0,0,855.008522525692,25211.3321614539
0,0,642.999738515429,41473.5118010187
0,0,1454.86327248404,32189.0949523178
0,0,615.704276560405,39376.3946187014
0,1,1119.56935332865,16556.0702053511
0,0,494.81622880732596,54384.782836138605
0,1,448.88065625603895,15799.4704097956
0,1,584.90489468245,22429.9350462168
0,0,913.5871726089281,46907.22540286231
0,1,1423.93891664088,22634.4880875812
0,1,1499.7246565597302,13190.6527164103
0,0,692.034167065432,47806.6117728963
0,0,351.45347152301,35087.488648085804
0,0,742.627620785597,37864.8239388952
0,0,653.118400123388,39489.5947028613
0,0,872.138679538477,41787.5672689012
0,0,837.2626227541709,51471.772094637694
0,0,1151.63056608265,42917.4695636282
0,1,220.55560838643999,16872.9475557814
0,1,1690.2344103870098,19052.5722246955
0,0,408.772914305185,54206.9392120179
0,0,1238.61032124112,50066.6805336538
0,0,1228.30835035336,37408.5038685076
0,0,820.9192041461839,47746.5420731016
0,0,857.4851177764999,31688.3459738919
0,0,563.6181771823619,42641.253266646
0,1,1282.97253359578,13120.6364696027
0,1,1505.78267482884,26557.1414458808
0,1,904.0402590668131,16882.3006056535
0,0,0.0,49956.58057190599
0,1,1294.4973466731,10464.3207319231
0,1,1275.55063272364,15887.4684867774
0,0,1536.5946009725199,48766.9074575615
0,0,1332.5226438669501,39143.1370690178
0,0,492.079767815411,33379.094602839505
0,0,766.234379303894,46478.2942569524
0,0,690.127246199993,63432.9842544674
0,0,0.0,32481.540046115097
0,0,1480.65530926266,36866.1570686848
0,0,989.055596975304,45344.251320264804
0,0,1302.34183516856,33695.4262332636
0,0,1044.5523432847199,54696.7659816226
0,0,0.0,43658.2277239957
0,0,866.0284363679901,38363.421634711805
0,0,690.800792354134,48140.471335995
0,0,597.757142017061,31577.6151255677
0,0,429.485402306276,51311.218101023
0,0,1398.1562014832598,39644.9421931896
0,1,1578.0640985399402,19886.4939515168
0,0,857.0690531342419,26655.6889653755
0,1,752.459945958806,16211.2757881826
0,1,774.738426963927,15193.733135525
0,0,728.3732513025869,45131.71826469099
0,0,76.99129052990709,28392.0934122846
0,0,196.456913136183,41346.78591324
0,1,948.747918388616,14297.619048551298
0,0,431.920885304176,39369.881563100804
0,0,461.63818223377996,46221.2114948234
0,0,572.015760230599,33046.3129575033
0,0,335.568144733179,51258.4442299621
0,0,510.23759315638,60397.718648694805
0,1,1005.16130555577,24038.652043311802
0,1,162.454451086564,13241.752060075902
0,0,932.533155682331,50537.465648460195
0,1,893.3304676122749,11905.681792548401
0,0,1332.78256352571,44495.1627629054
0,0,1404.38306945215,35043.1060286742
0,1,1148.96513915926,16578.1921184729
0,0,368.223425720545,57596.825843193496
0,0,449.466628769273,45950.666723868606
0,0,820.017112578423,51584.6573183834
0,1,619.751868575593,15750.6220834222
0,0,1047.71812400961,46416.97099424191
0,0,243.84132832576,47193.8881309706
0,0,186.50038693149503,45430.5502710943
0,0,1422.01848757576,38224.0315214972
0,0,383.798659005674,61425.28638811401
0,0,1159.4350960885902,45802.1049386909
0,0,882.99191255185,17181.7379663818
0,0,1463.23289161086,65457.8541875824
0,1,1722.35584628315,19311.4229408044
0,1,773.921861257735,14558.9121383835
0,0,958.169418468988,32816.2847956415
0,0,1207.53273014951,68037.57512617769
0,0,1056.6108304963,30546.601034377403
0,0,117.64248393177601,46550.2672705963
0,0,596.9641192370041,58088.3604512649
0,0,0.0,47729.6257581971
0,1,541.6627553244571,16335.7034406021
0,0,1119.17830341806,45020.0191217013
0,1,810.320936469835,20498.66581411
0,0,271.55143774701,32850.1201448079
0,0,1114.4032365042801,47714.0221084582
0,0,867.0308280535651,33540.9799848111
0,1,1176.7894016772,17632.712103849
0,0,610.227818661398,42465.3629640684
0,0,272.615661715535,55449.3386406402
0,0,449.73508583685896,49643.426441667696
0,1,827.767209400324,10673.5262253922
0,0,430.000099449901,33925.2195976742
0,0,0.0,31825.7649719215
0,1,1557.34463668228,18404.594189222
0,0,928.236966261476,33722.1589415677
0,0,1373.45016328929,49101.798214189694
0,1,951.072907499984,18601.5332374944
0,1,1292.21086850542,23065.850975377
0,0,582.188700706555,24760.795733056402
0,1,339.42463828091303,19307.98029025
0,0,409.982324608766,44641.090118395994
0,0,1216.4515095543302,53639.846827384295
0,0,598.461392123585,44124.2681146436
1,1,1486.99812160021,17854.3970280731
0,0,943.7963387137621,59976.839867644405
0,0,0.0,49525.745020849405
0,1,996.2760867665919,20883.2407676238
0,1,748.301340361255,11248.670752734799
0,0,324.737921782032,15411.518567294299
0,1,575.382158489508,16005.6813190057
0,0,441.73828492625296,36012.2358964554
0,0,1188.64217955294,39526.5612652646
0,0,95.14768019040551,51371.1999147598
0,0,1015.61483748402,43218.794375243
0,0,1258.5673927256698,44931.6749177461
0,1,1178.24441352846,7750.289220559209
0,0,731.532656254407,43956.0600839728
0,0,350.088792139872,44455.199515035594
0,0,418.848345433837,36901.783328120204
0,0,533.2294651813739,39393.5424772748
0,0,95.29697412836799,32359.3890284286
0,1,1453.0059320730302,15933.002110981899
0,0,352.644414031465,39404.7443664762
0,1,736.2389354625,14107.9939653376
0,0,1306.4845722752,41224.6250242432
0,0,1149.14562717899,45194.7946620784
0,0,703.226890721538,57679.2791425179
0,1,1360.80043541238,18864.3084886679
0,0,31.4450805447328,53287.3503013149
0,0,988.214458069386,48570.363456632695
0,0,360.019073584363,23927.5466133912
0,0,647.483528619273,33226.2775446785
0,1,0.0,9816.78943755756
0,0,445.241819216304,31974.6245068978
0,1,878.542064501041,17496.7414821956
0,1,335.834118576172,21759.8702696952
0,0,666.608881434336,30438.4688266267
0,0,813.8766470198641,40737.4597766098
0,0,836.3000716231911,54607.1787395438
0,0,967.4826836817801,33055.1102723298
1,1,2205.79952114829,14271.492252976
0,1,1258.18521914431,11672.222003339699
0,0,1239.80169908455,40107.1722104231
0,1,0.0,13760.2984556873
0,1,927.8877322636071,22473.3796109537
0,1,1390.03078251892,21299.0992265335
0,0,410.497704767954,53471.213630325496
0,0,73.0765421846567,30681.737535146804
0,0,790.59775924737,45303.10331412611
0,0,789.4950969838201,32579.9002059474
0,0,791.360422078743,46319.2361190854
0,0,479.042378990356,37255.8803342804
0,0,888.613272550212,28899.7917513637
0,0,1284.38636050636,42831.9546193997
0,1,712.276351280275,23341.950230243197
0,1,1290.62016864921,18408.049081960802
0,0,126.362685399057,44280.9297885654
0,0,779.3762576956509,61158.8851121863
0,0,697.490957463777,49476.759599280995
0,0,606.974613548306,43610.0330173371
0,1,1802.90333355739,21411.4239490249
0,0,900.0853325974989,41276.5631894987
0,0,966.280287968092,33440.9792997775
0,0,671.0613596391639,35689.1118739108
0,0,171.559115959856,23505.9927713232
0,0,1482.48030006315,45260.6115977848
0,0,640.662751732473,46464.5659322762
0,1,706.161027541986,18078.3517921729
1,1,1774.69422305776,20359.5060855671
0,0,916.4993169230901,25768.4074467213
0,0,1271.2708123604,36053.5029503061
0,0,110.572909811983,47339.1087511931
0,0,1747.25888152959,37819.2890860198
1,0,1889.59918976304,48956.1715885681
0,0,27.2013946505765,21051.8401259701
0,0,746.2297750573911,35159.8502288788
1,1,1899.3906258472,20655.2000032624
0,1,813.994565525349,20391.528948171297
0,0,499.457815094636,38899.1604610096
0,0,853.16133166086,36272.451783591096
0,0,474.72731908828797,32064.335105797403
0,0,1235.8761134541699,35838.7770153588
0,0,620.675152595598,44213.770101262
0,0,220.02856976493402,37880.0296471597
0,1,1304.9142993182902,18074.0754152021
0,1,1608.15255984335,22358.0467020111
0,0,256.47122755981496,37657.0559167999
0,1,1153.60499815384,19224.9752298419
0,0,771.895874508519,31170.085283676603
0,1,1099.63042217728,17064.0428279584
0,0,782.8830296639051,40357.1334266019
0,0,444.26490617527196,35924.3387929274
0,0,504.02837873803,24780.9612369205
0,0,1762.50340198816,42124.6600673934
0,1,850.096116596461,18618.987907501898
0,0,1412.2387213031698,40785.059769421205
0,0,715.496829588669,47482.5653767305
0,0,1363.52859942133,55713.0416079129
0,0,493.24188979938697,42495.2030840663
0,0,1354.75253720358,33375.1316903778
0,1,571.293911015155,15416.2693546858
0,0,956.1513521834501,44086.70773423139
0,0,964.820252985381,34390.7460350566
0,0,552.634366024658,50513.1642384347
0,0,338.26620164709203,37767.239862892995
0,0,709.123351356216,44041.6300941084
0,0,978.978200410458,57839.05373437361
0,0,371.010127817542,15702.7070830359
1,1,1572.8564808236301,14930.1783306833
0,0,0.0,40150.217981059
1,0,1964.47687225275,39054.589144313904
0,0,548.037783442488,33605.649468657204
0,0,1257.05522168594,34045.0088247242
0,0,1189.91805697419,38016.893902857795
0,0,687.6837590148731,39373.5797462415
0,0,845.6989658385339,39899.5126808393
0,1,957.6848337701401,19676.3456491723
0,0,233.51684626705102,43326.105379399
0,1,1126.94874392123,14298.264568672901
0,1,488.855176548209,15159.4948475337
0,0,767.903559780495,44323.57966380059
0,0,561.925799124395,31388.5056454162
0,1,1092.27001277246,17454.601839530802
0,0,71.7886830035824,31965.744714583598
0,1,1839.14368196222,13625.397930366498
0,1,876.0007779067461,22474.5740898236
0,0,554.107811535592,30357.0259771625
0,0,891.3178980502761,43945.0416541409
0,0,464.836333095802,27324.8996870729
0,1,563.5426611001619,24082.0393441031
1,0,1530.3531571461199,30003.817151115898
0,0,990.567026186295,41690.2526225589
0,0,590.399786498762,42769.2038801219
0,1,715.164109574279,21153.511008171597
0,0,1540.37772667771,41852.0784358238
0,0,1243.32651840828,41639.6803816334
0,1,235.328499908876,20909.7047538096
0,0,528.254323170427,49394.340774526
0,0,592.2538956228799,30731.201603129
0,0,705.204971986239,42683.187243286004
0,0,456.515643990607,48195.7758370754
0,1,470.71757465280604,18052.1049990983
0,1,1503.0751298552402,10600.4135403235
0,0,1362.96559540383,44217.9160352291
0,0,908.7715736879401,45032.84598511519
0,1,1096.82027214515,16148.060006606398
0,0,369.221942475653,47835.0910453142
0,0,673.3998990463481,50256.2902118721
0,0,1038.50000752153,51173.1413763774
0,0,0.0,28762.9237797484
0,0,527.194086573308,32431.1182596039
0,0,817.469336816105,32974.4273524307
0,1,1549.04275451742,19702.293205826
0,1,566.713789351631,11853.9531668182
0,0,1496.05646487591,24935.9187420962
0,0,862.656656416651,42844.8340023417
0,0,1259.1494178925698,31263.641081672
0,0,1025.0388330316198,43510.0496378576
0,1,703.277787102737,14793.742676689299
0,1,1082.39149734589,15175.361214921599
0,0,910.449023533628,44054.9164232696
0,1,996.543862160796,16995.6604049481
0,0,353.778226008973,58514.3180764772
0,1,782.71082750063,13300.297468343799
0,0,1716.5954182442401,51056.8682867977
0,1,502.898638357521,15153.965762645
0,0,1033.46846850523,59203.9676630271
0,0,0.0,34925.3654101008
0,1,1087.08349936833,19263.7695817024
0,0,1047.24424881394,43899.759245119305
0,0,1056.92735252411,38367.8679465264
0,1,979.2244246328619,26010.887803166603
0,1,847.818706253068,15978.633625651
0,0,781.77128476306,50958.7905135708
0,1,402.488886825952,15904.055920808702
0,0,204.74018171457698,17534.2905392742
0,1,2022.67464324227,18336.74316845
0,0,748.9370637840241,44186.6177602638
0,0,838.275687752419,35917.4906102388
0,0,386.016049290846,44694.030957029296
0,0,812.399296525647,49623.1009820914
0,1,1809.9265643935898,6985.135945395389
0,0,0.0,30360.548943819398
0,1,1328.18380411907,24688.4737209337
0,1,1464.9360488269901,26716.6863746825
0,0,1200.56513764739,39718.6926569602
0,0,989.686419964429,27856.5770606696
0,0,870.7345799257749,35539.2702158304
0,1,1200.8473900159402,19849.8314129485
0,1,1428.8320473614099,23204.6814610386
0,0,0.0,33951.2887259244
0,1,359.458866537597,21783.2694913357
0,0,265.68394978665503,40862.7540056257
0,0,1027.7705316920099,44406.83691434
0,0,729.0474334976179,35042.1329969977
0,0,1042.80491991389,25867.1477168844
0,0,230.23058789876703,37875.614823143
0,0,367.466012183201,30611.272270689704
0,1,737.70535394131,20863.7996686999
0,0,18.2612853635445,30349.460422935
0,0,1257.76020889191,30834.7713682736
0,0,455.52151320630304,40907.3983537652
0,0,56.96756035047051,35458.4815614207
0,1,723.931985299722,12213.037136841202
0,0,612.383157677443,41379.7678082606
0,1,1220.1776056907001,15308.1270712607
0,0,1222.34769171407,32363.3710505847
0,0,1165.4911381469599,47684.219449748896
1,0,1642.8199966382501,46856.947039092
0,0,944.173560017781,56088.6837995041
0,0,749.6080039006731,41423.9411731786
0,0,370.375186777666,31231.007837151403
1,0,1991.6491201129897,42133.3731759574
0,0,773.915226576855,44562.3381169342
0,1,817.2498112623939,20480.88705606
0,0,1060.71621967666,50260.4643659169
1,0,1550.44926441315,56273.5136083638
0,1,454.466962212937,15092.439307714
0,1,1256.23932541513,17784.5589437522
0,0,1484.3953929752402,36731.3086949029
0,1,1050.47732793251,12661.611630991201
0,0,986.40061892638,45430.4722089423
0,0,717.3419269516879,44266.3765401792
0,0,692.1432226815821,47038.0903196941
1,0,1328.89272521776,34710.0623657107
0,0,673.468191056081,32930.0693612804
0,0,218.639297043088,48991.3953793342
0,0,1218.1669658237402,43954.277485697596
0,1,13.5168025503509,19322.5450270524
0,1,531.478699850065,21726.558972624
0,0,165.53815169523,33436.4557377411
0,1,1351.8497223330198,25890.5039884998
0,0,107.282083049617,54143.96274981651
0,0,947.193571380436,35604.117192781
0,1,434.560259226125,14812.6452403767
0,0,1020.06724048864,37458.879249248195
0,0,662.305318022324,31597.8976165624
0,1,754.420612920964,20767.6830202616
0,0,289.489575693364,44412.895103307404
0,0,198.03840922970102,36270.9381202214
0,1,516.060491676575,16615.0219627607
0,0,697.5638089897909,41755.3981466578
0,1,502.324783467779,16947.422934655202
0,1,1459.6870830451599,15575.419233378001
0,0,716.998722689295,34418.2602228491
0,1,1037.97270501782,18324.0300568905
0,0,673.016117196098,29735.9615970911
0,0,371.92178470125197,41099.7724418194
0,0,89.13495795722281,55604.6075315396
0,0,1273.28018105912,40895.2827703241
0,0,600.723302967373,18680.516769028
0,0,905.0381646367889,40711.7988982471
0,0,1061.44156214448,54437.010317302695
0,0,1672.6392483047698,46334.7877633441
0,1,883.702645600325,19750.0940028726
0,0,373.780330004006,53936.24177699441
0,0,1287.79518693788,52382.6647043692
0,0,1229.74257147896,48739.9273906526
0,1,510.613846954321,22457.0517475138
0,0,775.630168716812,27205.8573938823
0,0,1152.98288688657,50206.5769341591
0,1,1303.66258970167,7986.00033583452
0,0,1675.27885173207,28244.503475086804
0,0,398.27773304463204,30001.795060290602
0,1,739.901759396798,25023.873856412203
0,0,226.41769651402302,32018.713630514903
0,0,1217.32171213419,25173.619608049103
0,0,639.820558249208,29902.0019867792
0,1,883.166976880327,12717.492231299198
0,0,2.2876109529974,38186.524272791496
0,0,419.637347665869,55967.993167265304
0,1,1544.1402498683099,11102.534743730901
0,0,1101.01501795199,32153.013592670097
1,0,1700.5999134865801,30488.983410456498
0,0,311.82458686811003,48301.0596601046
0,0,442.830222252675,55074.130829000096
0,0,728.8149600612101,17909.5810715927
