price,feature1,feature2
461.52792939358096,999.7875575188533,999.7660961983587
548.1300114599096,998.8616149123676,1001.0424031538957
410.2971616727477,1000.0702669091074,998.8440146285707
540.3822198140741,999.9522512998311,1000.4409403097619
546.0245529164561,1000.446010934907,1000.3385312934138
542.9836715980255,999.693183680952,1000.6280062225202
555.4856641557159,1000.2758550559212,1000.444949437216
417.569724534508,1000.414204534198,998.8784862396268
373.14653121679595,1000.0166064839841,998.475996714074
633.3502924774541,999.9056456127553,1001.5944813896191
624.247092064156,1002.0999754232563,1000.4889149679746
475.3724172064315,1000.2308192953344,999.5639425977989
600.3684448550833,999.7043113938889,1001.3861565774105
532.8329517531153,1000.7715755888737,999.939106918522
472.8353627974771,999.3229434497522,1000.055359565865
506.31229096481167,1000.3794028860226,999.8292801841649
508.4144059952209,998.5131313474504,1000.7177563029114
610.4553519022312,1001.4011154750319,1000.4865928693205
323.65776197680174,999.6872831681927,998.1774564383383
446.21230388990625,1001.254834008036,998.7724224980918
362.1227029921573,998.8064520621442,998.9567829125324
433.41064026006154,1000.0030487422692,999.1431146145878
562.0025764698489,1002.1074940808263,999.777492627623
637.3096207432424,1001.1589761399991,1001.0779914137091
522.808007536568,999.4912284357133,1000.5451767964876
469.80282429759,1000.4318800074149,999.4286018544503
543.1099277810902,1000.1318692016968,1000.4094220705874
565.434169937479,999.34709691058,1001.0191945956328
530.0328538065396,1000.2244304219927,1000.2761735587121
610.5801650305415,1000.8071350954356,1000.8427064981222
482.5564118848851,999.6517091506616,1000.0600105123546
327.5600405221574,1000.1133067451555,997.9761287454477
579.7308387221567,999.9240058305925,1000.9257261238848
448.4298146790867,999.666962694923,999.7039946779149
628.9770918674018,1000.7282142369336,1001.1104617548067
536.7973721638596,1001.4552170319089,999.7651197891018
570.0672954330697,1000.4824719686828,1000.51681866568
357.82557518578705,998.5105326770023,999.030769629359
612.0849273173208,1001.813058340374,1000.3940316201378
444.67970845974276,998.7935419254766,999.9086070971205
600.1186364029229,999.540358581744,1001.2346066869845
523.5331277555823,999.2467275753839,1000.6760651308952
512.949944948852,998.675374143725,1000.7624611590389
614.8813168955378,1001.5342689799348,1000.5537843911584
404.353032511081,999.4254480160519,999.1979887733897
643.6885180735171,998.9991530762935,1002.0561547012247
488.9566039775478,1000.076137332396,999.7775334696613
443.2046857171032,1000.9819298254256,998.9601219675883
514.4790663755915,1000.063324619991,1000.1629874166695
514.8817405773764,1001.3015785867117,999.5432240746845
325.058522166333,999.8625557670354,998.0624364132669
554.662058504202,1001.8386075014164,999.8305875876464
451.39140000665856,999.0579635220872,999.88800301723
587.6788772559202,1000.7532695473733,1000.5575821758332
477.7374972127375,1000.3443378203087,999.5603603213234
574.5156068712286,1002.0240189766041,999.9199892763859
548.910799095615,999.4084948838406,1000.8667166539024
528.6908835586818,1000.1495094873791,1000.3242664142662
443.21100481790927,1000.9022585240303,998.9526003607663
397.88209319073707,997.8444536884356,999.7955265119213
355.79535223258415,1000.274992434101,998.1414105875398
460.6947813773974,999.0544773028095,1000.0516349629489
534.7673736990871,999.8703102989118,1000.4973788586643
537.6067329045089,1000.594239107535,1000.1454019541455
603.6699034695841,1000.7005733129671,1000.8749635944193
547.2757915319635,999.6680108058104,1000.7293107282778
567.3086215314689,1000.7582472143084,1000.4204360396925
454.32901321420496,999.255154095728,999.8739711574082
492.60451447212876,999.9385439675771,999.9416331890029
643.1359317769884,999.9414995115159,1001.6638686956675
477.43051629936485,999.8485752871989,999.897668613709
497.4125183701755,1001.0567669597596,999.4479409691502
559.0437853350255,1001.0292368927821,1000.2650405569652
576.6784383687008,999.7383889266669,1000.9878624247885
292.1917811049085,998.2459397060711,998.4973934671649
542.9953999614753,1000.2833131217798,1000.3786678044222
547.7319823874158,1001.9690229456388,999.6666087950067
507.43439141143006,1001.0118892985855,999.612155214119
408.12200074037287,1000.6133364100491,998.7117783061931
595.4334856131899,999.8728178466799,1001.0765682824764
463.3552035980994,999.5566833516724,999.8619823511074
468.3569804514317,999.2115239850638,1000.0221895472948
462.0048018889012,999.4469815786089,999.8683983705249
410.3591240728469,1000.3940515507193,998.7720951702569
467.46059552159005,1000.2339280941103,999.4585837757062
497.23978613156066,999.9896921110153,999.960892380719
411.63794463924177,999.5202044464506,999.2907577599856
583.0659840897691,1001.1146295568948,1000.5578097372914
441.95036690686885,1000.111218901029,999.2335257031709
536.0409091513951,999.5420016544759,1000.6433087772805
530.9871743876214,1000.1984505335924,1000.2159845582814
364.5084209320396,1000.0302272769276,998.4239214708203
626.0686516896824,1000.8399645627258,1000.9687253894901
434.62971003006857,999.8440408847702,999.3967720603852
523.0234419809312,1001.2754521106825,999.7036526953523
484.10880902261175,1000.298882276325,999.765630330745
411.57560703304586,1000.1032294882577,999.015290244293
722.2639443310222,1000.9030942332541,1002.0905914975401
519.4629917650527,998.3333395675096,1000.9720260554659
558.5032104812539,999.8015470430299,1000.7287636440481
526.2429778194082,1000.854236398925,999.9105208116563
531.277546867594,999.9109988739782,1000.4094130716576
470.89067006637083,1000.5569024698367,999.3544170556813
459.9249453763113,999.3711269226513,999.8305240783643
577.5829850114998,1000.6400670235582,1000.5855656608388
599.9057313773181,999.8470522638423,1001.1929036208169
584.9284375629157,1000.22655641551,1000.8262030797173
357.3422339089137,999.5234410681788,998.6515692193645
392.04726870632,998.7342754954277,999.3786877649688
515.7784459657249,999.2308824456668,1000.5635815330525
390.2092367966402,999.631750576103,998.9564191907778
497.4914823945552,999.5076709332627,1000.1093275675074
506.7403250925609,1000.1048997186944,999.9978502306637
395.5147751225993,1000.7001404176037,998.6023487191998
239.65626376379964,998.8347907722497,997.5871167813007
507.6052942953172,999.5753065480121,1000.2971716782486
628.8494043731677,1001.1259431933963,1000.9551343139635
468.07324687613107,1000.3504536184356,999.4753519284492
444.94473389820706,999.8310581784917,999.4927513677053
527.3171959571247,1000.2550633209338,1000.1631823534314
