id,timestamp,url,tweet,replies,retweets,quotes,likes
361388562,2007-10-24 22:45,https://twitter.com/JoeBiden/status/361388562,Tune in 11:30 ET tomorrow for a live webcast of Families USA Presidential Forum on health care: http://presidentialforums.health08.org/,19,5,17,11
543984392,2007-12-29 15:35,https://twitter.com/JoeBiden/status/543984392,"Iowans, there's a good chance there's a Biden near you today on a cool 14 F day: http://blog.joebiden.com/?p=1625",13,16,6,22
189287227321356289,2012-04-09 09:42,https://twitter.com/JoeBiden/status/189287227321356289,We're excited to announce that @JoeBiden is being rebooted for the 2012 campaign season to give you news of the Vice President on the trail.,21,82,1,20
189287350034104320,2012-04-09 09:43,https://twitter.com/JoeBiden/status/189287350034104320,"Campaign staff will run this account to keep you up to date on what the VP's up to, but you'll see occasional tweets from Joe himself, too.",144,76,37,51
189339650610036736,2012-04-09 13:11,https://twitter.com/JoeBiden/status/189339650610036736,"News for you this morning: VP Biden will speak in Exeter, NH on 4/12 on tax fairness and the President’s support for the #BuffettRule.",10,54,0,5
189343279140184065,2012-04-09 13:25,https://twitter.com/JoeBiden/status/189343279140184065,"In NH on 4/12, the Vice President will give his take on why millionaires shouldn’t pay a lower tax rate than middle class families do.",16,52,0,6
189383473717460992,2012-04-09 16:05,https://twitter.com/JoeBiden/status/189383473717460992,I’m for the Buffett Rule because it just makes sense. Like the President says—it’s not class warfare. It’s math. -Joe,114,471,0,51
189456416917032960,2012-04-09 20:55,https://twitter.com/JoeBiden/status/189456416917032960,"During a recent campaign stop in Ohio, VP Biden took an unexpected phone call. http://t.co/mI2osDxK",13,29,0,12
189712253187145728,2012-04-10 13:51,https://twitter.com/JoeBiden/status/189712253187145728,"Favorite Joe photos, volume 1: http://t.co/Xt0pSrGc",21,217,1,137
189742771387637760,2012-04-10 15:52,https://twitter.com/JoeBiden/status/189742771387637760,The VP will be speaking in NH on Thursday about the #BuffettRule. Here's what you need to know about it: http://t.co/sWu4EjD0,8,21,0,5
189773314288402432,2012-04-10 17:54,https://twitter.com/JoeBiden/status/189773314288402432,"Joe: ""We're not only fighting to keep jobs in this country, we're fighting to bring jobs back to this country."" http://t.co/oQXBjj1N",16,44,0,7
189813040856825856,2012-04-10 20:32,https://twitter.com/JoeBiden/status/189813040856825856,Congress is scheduled to vote on the Buffett Rule next week. Why do you support a fairer tax system? http://t.co/Piruuqan,26,26,0,3
190129116622761984,2012-04-11 17:28,https://twitter.com/JoeBiden/status/190129116622761984,"RT @BarackObama: The Republican primary is all but over, and this race is on. Are you ready? http://t.co/VdHE7Ayb",18,29,0,11
190146175008112640,2012-04-11 18:35,https://twitter.com/JoeBiden/status/190146175008112640,Heads up: We'll be livestreaming the Vice President's New Hampshire speech on the #BuffettRule tomorrow. Watch this space for details.,7,11,0,4
190172245975502848,2012-04-11 20:19,https://twitter.com/JoeBiden/status/190172245975502848,High five. http://t.co/ZNnRhyVE,28,443,0,208
190198707449372673,2012-04-11 22:04,https://twitter.com/JoeBiden/status/190198707449372673,RT @OFA_NH: #Exeter gets ready for @JoeBiden’s #BuffettRule speech here tomorrow: http://t.co/8YZjlEqe,1,8,0,3
190221525117448192,2012-04-11 23:35,https://twitter.com/JoeBiden/status/190221525117448192,Compare your tax rate to Mitt Romney's: http://t.co/R0vmjGJe #BuffettRule,25,64,0,7
190454419035398145,2012-04-12 15:00,https://twitter.com/JoeBiden/status/190454419035398145,"The Vice President is speaking about the #BuffettRule in Exeter, New Hampshire at 12:15pm ET—tune in here: http://t.co/QK0yYL8X",22,89,0,21
190468063236337664,2012-04-12 15:54,https://twitter.com/JoeBiden/status/190468063236337664,Watch Vice President Biden’s speech live: http://t.co/uYcZa0vK #BuffettRule,5,19,0,2
190468245638221824,2012-04-12 15:55,https://twitter.com/JoeBiden/status/190468245638221824,The Vice President's speech will be live-tweeted on @Obama2012.,2,12,0,2
190508166717517825,2012-04-12 18:34,https://twitter.com/JoeBiden/status/190508166717517825,"RT @Obama2012: ""The President and I believe in a fair shot and a fair shake.""—VP @JoeBiden #BuffettRule",14,23,0,4
190594251615240192,2012-04-13 00:16,https://twitter.com/JoeBiden/status/190594251615240192,The Vice President made the case for economic fairness and a strong middle class in New Hampshire today. http://t.co/GXHRrVec,12,26,0,8
190605642581549056,2012-04-13 01:01,https://twitter.com/JoeBiden/status/190605642581549056,Here's the full video of VP Biden's speech on the #BuffettRule in New Hampshire this morning: http://t.co/RFhqv9o8,7,27,0,7
190619904238563330,2012-04-13 01:58,https://twitter.com/JoeBiden/status/190619904238563330,"Karen in NH: “It’s about time the tax code was refurbished so it not only benefits the wealthy but helps everybody."" http://t.co/bn8gX353",140,268,0,62
190826443322818561,2012-04-13 15:39,https://twitter.com/JoeBiden/status/190826443322818561,Join Vice President Biden and special guests for a #Gen44 event in D.C. on April 17th: http://t.co/8SUwSQoW,0,15,0,4
190872265120940034,2012-04-13 18:41,https://twitter.com/JoeBiden/status/190872265120940034,Photo of the day: VP Biden greets a little Granite Stater during a campaign stop. http://t.co/4T8hb8Qk,8,17,0,7
190896173958168577,2012-04-13 20:16,https://twitter.com/JoeBiden/status/190896173958168577,"While Romney stalls on releasing his tax returns, take a look back at 12 years of the President and VP’s taxes: http://t.co/2HRmoZFD",19,89,0,14
190922422483042304,2012-04-13 22:00,https://twitter.com/JoeBiden/status/190922422483042304,The Vice President sat down for a chat with @edshow’s Ed Schultz yesterday: http://t.co/VqmUoOla,11,24,0,5
191185984912752641,2012-04-14 15:27,https://twitter.com/JoeBiden/status/191185984912752641,Today in favorite Joe photos: The VP reacts to a joke during a Motown tribute concert at the White House this February. http://t.co/t09W5Q9N,5,35,0,32
191922916563222528,2012-04-16 16:16,https://twitter.com/JoeBiden/status/191922916563222528,"“In America, we’re not supposed to have a system that's rigged.”—Vice President Biden on the common-sense #BuffettRule",21,48,0,7
191951432654663680,2012-04-16 18:09,https://twitter.com/JoeBiden/status/191951432654663680,"As the Senate nears a vote on the #BuffettRule, tweet your senators and ask them to support it: http://t.co/1ILd91FS",17,41,0,4
192295285098156032,2012-04-17 16:55,https://twitter.com/JoeBiden/status/192295285098156032,Expecting a great crowd at the #Gen44 event tonight—looking forward to seeing you all there. –Joe,9,17,0,6
192372300979519488,2012-04-17 22:01,https://twitter.com/JoeBiden/status/192372300979519488,"Favorite Joe photos, vol. 2: http://t.co/f4S9DjDG",10,59,0,47
192450734799847424,2012-04-18 03:13,https://twitter.com/JoeBiden/status/192450734799847424,"Fired-up crowd at the Howard Theatre this evening. Thanks for coming out, guys. —Joe",7,40,0,9
192658120269500416,2012-04-18 16:57,https://twitter.com/JoeBiden/status/192658120269500416,RT @LatinosforObama: Today is the national launch of @LatinosforObama – become a part of it here: http://t.co/FtQV99jb #Latinos2012,9,8,0,2
192679673308782593,2012-04-18 18:23,https://twitter.com/JoeBiden/status/192679673308782593,Granddaughter Naomi introduced me at #Gen44 event last night. She said young people have to turn out the vote this year—she's right. –Joe,10,37,0,6
192714383175069697,2012-04-18 20:41,https://twitter.com/JoeBiden/status/192714383175069697,"RT @VP: VP today on reauthorizing #VAWA: ""What are we arguing about? This shouldn’t be hard.""",5,26,0,9
192723684140654593,2012-04-18 21:18,https://twitter.com/JoeBiden/status/192723684140654593,"RT @VP: VP Biden: ""No woman should be victimized purely because someone else had more physical power or more economic power"" #VAWA",14,114,2,15
192753468186959875,2012-04-18 23:16,https://twitter.com/JoeBiden/status/192753468186959875,"Watch Vice President Biden make the case for reauthorizing the #VAWA, which he authored as a senator: http://t.co/yzcMDY1I",4,17,0,7
193047199297445888,2012-04-19 18:43,https://twitter.com/JoeBiden/status/193047199297445888,A favorite photo: Joe gets barbecue with his son Beau during the 2008 Democratic National Convention in Denver. http://t.co/oxtdDhCn,7,9,0,13
193081247776505856,2012-04-19 20:58,https://twitter.com/JoeBiden/status/193081247776505856,Joe Biden tells @Esquiremag what he’s learned so far: http://t.co/v3CuP5NC,7,14,0,9
193386289544970240,2012-04-20 17:10,https://twitter.com/JoeBiden/status/193386289544970240,Joe spells out why organizing for #Obama2012 now will make all the difference in November: http://t.co/gNbj6vBd,12,21,0,5
193733508651425793,2012-04-21 16:10,https://twitter.com/JoeBiden/status/193733508651425793,Joe told @CARandDRIVER about his passion for cars—and why President Obama’s auto industry rescue was the right move: http://t.co/h61YiZLN,7,17,0,2
194450021532442628,2012-04-23 15:37,https://twitter.com/JoeBiden/status/194450021532442628,"On Thursday, VP Biden will make a campaign stop at NYU to talk about national security.",0,10,0,3
194450291834359809,2012-04-23 15:38,https://twitter.com/JoeBiden/status/194450291834359809,"To tee up the VP’s speech, we’ll be spotlighting the Vice President’s foreign policy work—stay tuned for stories and photos all week long.",5,8,0,3
194464639545909250,2012-04-23 16:35,https://twitter.com/JoeBiden/status/194464639545909250,"During a visit to the Middle East in 2010, the VP spoke of the close bond between the U.S. and Israel: http://t.co/Obihd3ts",3,12,1,5
194529576205025281,2012-04-23 20:53,https://twitter.com/JoeBiden/status/194529576205025281,"In May 2010, the VP reaffirmed U.S. solidarity with a unified EU in an address to the European Parliament: http://t.co/QhKwAL21",2,5,0,2
194850770959609856,2012-04-24 18:10,https://twitter.com/JoeBiden/status/194850770959609856,VP national security speech week: Check out photos from the Vice President’s trip to China last summer. http://t.co/QIhNEwvY,5,9,1,3
194853740040302592,2012-04-24 18:22,https://twitter.com/JoeBiden/status/194853740040302592,Read Vice President Biden’s op-ed on the benefits of a strong U.S.-China relationship: http://t.co/eOCdagLc,194,65,96,37
194880773839519746,2012-04-24 20:09,https://twitter.com/JoeBiden/status/194880773839519746,"Watch highlights from the VP’s 2011 trip to Asia, including a visit with Japanese earthquake survivors: http://t.co/oStlnBVw",1,12,0,2
194929312938459136,2012-04-24 23:22,https://twitter.com/JoeBiden/status/194929312938459136,"The VP spoke about the importance of building a sovereign, stable Afghanistan in January 2011: http://t.co/ZrulCduN",10,4,0,3
195176336346710016,2012-04-25 15:43,https://twitter.com/JoeBiden/status/195176336346710016,"VP national security speech week: In December, the VP marked the end of combat operations in Iraq. http://t.co/LMXUKtHz",0,13,0,19
195204064395538432,2012-04-25 17:34,https://twitter.com/JoeBiden/status/195204064395538432,Photo gallery: The Vice President explores Turkey during a December 2011 trip. http://t.co/7L3yxzkq,3,6,1,4
