critic_rating,is_action,is_exclusive_to_us,is_portable,is_role_playing,is_sequel,is_sports,suitable_for_kids,total_earnings,unit_price
0.4999999999999999,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3747139609249367,1.0
0.8333333333333334,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.19242527864549636,0.5
0.33333333333333337,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.11485185116726125,0.5
0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14245208036820023,0.0
0.6666666666666666,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4806824273118796,1.0
0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.13972015304707863,0.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11338792258923126,0.5
0.8333333333333334,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.44906748488937354,1.0
0.4999999999999999,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06127428328496702,0.0
0.16666666666666663,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20668009833459638,1.0
0.8333333333333334,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4777545701558197,1.0
0.4999999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.13232657437015954,1.0
0.4999999999999999,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.17925361823256503,0.5
0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16335742407718895,1.0
0.4999999999999999,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.23946692297739414,1.0
0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.31206816879540117,1.0
0.4999999999999999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2285281233248923,0.5
0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.29274505092327313,1.0
0.16666666666666663,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3480564130053049,0.5
0.9999999999999999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.42799208887081575,1.0
0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2248313339864328,1.0
0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1280235115801926,0.5
0.16666666666666663,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.40164507125561455,1.0
0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2963420269495943,0.5
0.8333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2486090830114046,0.0
0.8333333333333334,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.28923310105173655,1.0
0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.06283432838579693,0.0
0.4999999999999999,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.29536607456424097,0.5
0.4999999999999999,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.2693258904641319,1.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.10460804791038984,0.5
0.4999999999999999,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4651485185116726,0.5
0.8333333333333334,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.28864900833625995,1.0
0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17730171346185836,0.5
0.4999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.19321639156392673,1.0
0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2488345871610506,1.0
0.33333333333333337,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.4174525424668676,1.0
0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2734256298404835,1.0
0.4999999999999999,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5790429012402728,1.0
0.4999999999999999,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2986007652353931,1.0
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1774089203526737,1.0
0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.20852479621448772,0.5
0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.013659636605608025,0.0
0.6666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25469030147317057,1.0
0.9999999999999999,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.28747712611596826,1.0
0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.45726326685273844,1.0
0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12294042623981073,0.0
0.8333333333333334,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.43984769227925546,0.0
0.4999999999999999,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.5064453522116042,1.0
0.16666666666666663,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.24063880519768582,1.0
0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.16276963457237387,1.0
0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2710818653999002,1.0
0.6666666666666666,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.14089203526737026,0.0
0.8333333333333334,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7353653352063733,1.0
0.8333333333333334,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2535184192528789,1.0
0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2418106874179775,1.0
0.6666666666666666,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.34426720393338384,1.0
0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.15984177741631395,1.0
0.6666666666666666,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2474408975804514,0.0
0.8333333333333334,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.3235430029019796,0.0
0.16666666666666663,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.21839152695883624,1.0
0.33333333333333337,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0928855289181346,0.0
0.16666666666666663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03707510027541082,0.0
0.8333333333333334,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.18187094508419438,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.11885917081015139,1.0
0.16666666666666663,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15984177741631395,1.0
0.33333333333333337,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.13894013049666365,0.0
0.8333333333333334,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.555764218775993,0.0
0.33333333333333337,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2915768654923199,1.0
0.6666666666666666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.33841148962126394,1.0
0.4999999999999999,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7137021496830003,1.0
