03/07/2019 12:19:51,loc480,26
03/07/2019 12:24:51,loc480,31
03/07/2019 12:29:51,loc480,32
03/07/2019 12:34:51,loc480,30
03/07/2019 12:39:51,loc480,32
03/07/2019 12:44:51,loc480,30
03/07/2019 12:49:51,loc480,29
03/07/2019 12:54:51,loc480,35
03/07/2019 12:59:51,loc480,26
03/07/2019 13:04:51,loc480,27
03/07/2019 13:09:51,loc480,27
03/07/2019 13:14:51,loc480,26
03/07/2019 13:19:51,loc480,27
03/07/2019 13:24:51,loc480,30
03/07/2019 13:29:51,loc480,29
03/07/2019 13:34:51,loc480,27
03/07/2019 13:39:51,loc480,29
03/07/2019 13:44:51,loc480,26
03/07/2019 13:49:51,loc480,32
03/07/2019 13:54:51,loc480,26
03/07/2019 13:59:51,loc480,28
03/07/2019 14:04:51,loc480,26
03/07/2019 14:09:51,loc480,26
03/07/2019 14:14:51,loc480,29
03/07/2019 14:19:51,loc480,27
03/07/2019 14:24:51,loc480,32
03/07/2019 14:29:51,loc480,27
03/07/2019 14:34:51,loc480,30
03/07/2019 14:39:51,loc480,26
03/07/2019 14:44:51,loc480,27
03/07/2019 14:49:51,loc480,35
03/07/2019 14:54:51,loc480,27
03/07/2019 14:59:51,loc480,29
03/07/2019 15:04:51,loc480,30
03/07/2019 15:09:51,loc480,27
03/07/2019 15:14:51,loc480,30
03/07/2019 15:19:51,loc480,30
03/07/2019 15:24:51,loc480,28
03/07/2019 15:29:51,loc480,27
03/07/2019 15:34:51,loc480,32
03/07/2019 15:39:51,loc480,27
03/07/2019 15:44:51,loc480,32
03/07/2019 15:49:51,loc480,26
03/07/2019 15:54:51,loc480,27
03/07/2019 15:59:51,loc480,27
03/07/2019 16:04:51,loc480,27
03/07/2019 16:09:51,loc480,28
03/07/2019 16:14:51,loc480,27
03/07/2019 16:19:51,loc480,28
03/07/2019 16:24:51,loc480,27
03/07/2019 16:29:51,loc480,31
03/07/2019 16:34:51,loc480,30
03/07/2019 16:39:51,loc480,28
03/07/2019 16:44:51,loc480,31
03/07/2019 16:49:51,loc480,26
03/07/2019 16:54:51,loc480,27
03/07/2019 16:59:51,loc480,28
03/07/2019 17:04:51,loc480,28
03/07/2019 17:09:51,loc480,26
03/07/2019 17:14:51,loc480,27
03/07/2019 17:19:51,loc480,31
