student_id,gender,major,admitted
35377,female,Chemistry,False
56105,male,Physics,True
31441,female,Chemistry,False
51765,male,Physics,True
53714,female,Physics,True
50693,female,Chemistry,False
25946,male,Physics,True
27648,female,Chemistry,True
55247,male,Physics,False
35838,male,Physics,True
40586,male,Physics,False
53708,female,Chemistry,True
56914,male,Physics,True
55248,male,Physics,True
37705,female,Chemistry,False
37693,male,Physics,True
42150,female,Chemistry,False
55079,female,Chemistry,False
51048,male,Physics,True
36390,male,Physics,False
50973,female,Chemistry,False
54260,female,Chemistry,False
42508,male,Chemistry,False
51218,male,Physics,False
57249,male,Physics,True
25386,female,Chemistry,False
24504,female,Chemistry,False
27555,male,Physics,True
55249,female,Chemistry,True
55693,female,Chemistry,False
49275,male,Physics,True
44166,female,Chemistry,False
44007,male,Physics,True
27269,female,Chemistry,False
43863,male,Physics,True
52702,female,Chemistry,False
56067,female,Chemistry,False
29617,male,Physics,True
32286,male,Physics,False
55796,female,Chemistry,False
48706,male,Physics,True
47822,female,Chemistry,False
35503,female,Chemistry,False
25976,female,Chemistry,False
44568,male,Physics,True
41058,male,Physics,True
38571,male,Physics,False
54442,female,Physics,True
36338,female,Chemistry,False
24653,male,Physics,False
38097,female,Chemistry,False
42750,male,Physics,True
35680,female,Chemistry,False
27097,female,Chemistry,True
30552,male,Physics,False
43876,male,Physics,False
52775,female,Chemistry,False
24667,male,Physics,True
36617,male,Physics,False
27446,female,Physics,True
36624,female,Chemistry,False
48414,male,Physics,True
58147,female,Chemistry,False
49532,male,Physics,True
47747,female,Chemistry,False
40151,female,Chemistry,False
29216,female,Physics,False
38243,female,Chemistry,False
33742,female,Chemistry,False
41261,male,Physics,False
41547,female,Chemistry,False
51074,female,Chemistry,False
42034,male,Physics,True
52165,male,Physics,True
31424,male,Physics,False
50399,female,Chemistry,False
24746,female,Chemistry,False
30426,male,Physics,True
44103,female,Chemistry,False
56823,male,Physics,False
24983,male,Physics,True
37861,female,Chemistry,False
48340,male,Physics,True
37497,male,Physics,True
35357,male,Chemistry,False
30213,female,Physics,False
32668,female,Chemistry,True
29271,female,Chemistry,False
26231,male,Physics,False
48921,female,Chemistry,False
30259,female,Chemistry,True
51640,female,Chemistry,False
35616,male,Physics,False
30188,female,Physics,True
41939,male,Physics,True
34884,male,Physics,True
24932,male,Physics,False
29066,male,Physics,False
48952,female,Chemistry,False
40320,female,Chemistry,False
46286,male,Physics,True
35710,female,Chemistry,False
32299,female,Chemistry,False
50281,female,Chemistry,False
30848,male,Physics,False
38664,male,Physics,False
34133,male,Physics,True
33091,female,Chemistry,False
55561,male,Physics,True
41460,male,Chemistry,False
34245,male,Physics,True
41183,female,Chemistry,False
45371,female,Chemistry,False
52116,male,Physics,True
50927,male,Physics,True
53128,female,Chemistry,False
52873,female,Chemistry,False
55757,female,Chemistry,False
51768,male,Physics,False
33844,female,Chemistry,False
28487,female,Chemistry,True
57838,female,Chemistry,True
33525,female,Chemistry,False
43748,female,Chemistry,False
57981,female,Chemistry,False
24463,female,Physics,True
44721,male,Physics,False
56341,female,Chemistry,False
41862,male,Physics,True
47442,male,Chemistry,False
48295,male,Physics,True
38734,male,Physics,True
29700,male,Physics,True
32200,female,Chemistry,False
34913,male,Physics,False
44425,male,Physics,False
49209,male,Physics,True
49265,female,Chemistry,False
33296,female,Chemistry,False
50294,male,Physics,False
54393,male,Physics,True
51968,female,Chemistry,False
32013,male,Physics,False
43253,female,Chemistry,False
32288,female,Physics,True
54276,male,Physics,False
47324,female,Chemistry,False
43490,male,Physics,False
31506,female,Physics,False
53453,male,Physics,True
25363,female,Physics,True
56560,female,Chemistry,False
42961,female,Chemistry,True
55825,female,Chemistry,False
52479,male,Physics,True
42453,male,Physics,True
55399,male,Physics,False
30996,male,Physics,True
34924,female,Chemistry,False
31921,male,Physics,False
28069,male,Physics,False
36779,male,Physics,True
34331,male,Physics,False
46322,female,Chemistry,False
25535,male,Physics,False
37388,male,Physics,False
37838,female,Chemistry,False
26276,male,Physics,True
36770,female,Chemistry,False
42782,female,Chemistry,False
27739,male,Physics,False
27857,male,Physics,True
42070,female,Chemistry,True
45966,female,Chemistry,False
32459,male,Physics,True
49359,male,Physics,False
27060,female,Chemistry,False
41896,male,Physics,False
30910,male,Physics,True
28867,female,Chemistry,True
32894,male,Physics,True
31245,female,Chemistry,False
28255,male,Physics,True
56710,female,Chemistry,False
34897,female,Chemistry,True
39665,male,Physics,True
52895,female,Chemistry,False
56763,male,Physics,False
45254,male,Physics,True
40293,female,Chemistry,False
56797,male,Physics,True
43111,male,Physics,True
39842,male,Physics,False
30945,male,Physics,False
26626,female,Chemistry,False
38485,female,Chemistry,False
47437,female,Chemistry,True
31482,female,Chemistry,False
27658,male,Physics,False
27315,male,Chemistry,False
47876,male,Physics,False
58041,male,Physics,True
56279,male,Physics,False
26599,female,Chemistry,False
55858,female,Chemistry,True
36180,female,Chemistry,False
38386,female,Chemistry,True
46168,female,Chemistry,True
55042,female,Chemistry,False
29947,male,Physics,True
31436,female,Chemistry,False
25019,female,Chemistry,False
30038,male,Physics,False
38176,female,Chemistry,False
49880,male,Physics,True
42602,female,Chemistry,True
39638,female,Chemistry,True
39571,female,Chemistry,True
53042,male,Physics,True
52153,male,Physics,False
44352,female,Chemistry,False
36746,male,Physics,False
31140,male,Physics,True
28456,female,Chemistry,False
30486,male,Chemistry,False
32735,female,Chemistry,False
27058,female,Physics,True
51186,female,Physics,True
27736,male,Physics,True
31585,female,Chemistry,False
53833,female,Chemistry,False
30981,female,Chemistry,False
56652,female,Chemistry,False
36382,female,Chemistry,False
54342,female,Chemistry,False
42341,female,Chemistry,True
49175,female,Physics,True
49778,female,Chemistry,True
28408,female,Chemistry,False
58099,female,Chemistry,True
35649,male,Physics,False
39809,male,Physics,False
32113,female,Physics,True
54899,female,Chemistry,False
44091,female,Chemistry,False
56527,male,Physics,False
46040,male,Physics,True
35871,female,Chemistry,False
33260,male,Physics,True
55358,male,Physics,False
45823,male,Physics,False
57215,female,Physics,True
46183,female,Physics,False
57881,male,Chemistry,False
44769,male,Physics,False
55739,female,Chemistry,False
48707,female,Chemistry,False
53004,male,Physics,False
29033,male,Chemistry,False
44156,female,Chemistry,True
40961,female,Chemistry,False
53364,female,Chemistry,False
26694,male,Physics,False
28817,female,Chemistry,False
28632,female,Chemistry,False
55283,male,Physics,True
41857,female,Physics,True
26427,male,Physics,True
35324,male,Physics,True
54503,male,Physics,False
53467,female,Chemistry,False
58289,female,Chemistry,False
50645,male,Physics,True
55355,female,Chemistry,False
47481,male,Physics,False
50519,female,Chemistry,False
50421,male,Physics,False
48062,female,Chemistry,False
53019,male,Physics,True
48124,male,Physics,False
31216,female,Chemistry,False
41817,female,Chemistry,True
33860,male,Physics,False
26078,female,Chemistry,False
51439,female,Physics,True
39414,male,Physics,False
57543,female,Chemistry,False
43809,female,Chemistry,False
39576,male,Physics,False
27835,male,Physics,True
28846,male,Chemistry,False
52962,male,Physics,True
49607,male,Physics,False
48207,female,Chemistry,False
52016,male,Physics,True
36035,male,Physics,False
47618,male,Physics,False
34005,female,Chemistry,False
39357,female,Chemistry,False
29729,female,Chemistry,False
36417,male,Physics,True
57387,female,Chemistry,False
54441,female,Chemistry,False
26201,female,Chemistry,False
38712,female,Chemistry,False
42402,male,Physics,False
38646,female,Physics,False
42270,female,Chemistry,True
31959,male,Physics,True
39210,female,Chemistry,True
30006,male,Physics,True
53433,male,Physics,False
25618,female,Chemistry,True
48039,male,Physics,False
39609,male,Chemistry,False
58240,female,Chemistry,False
35224,female,Chemistry,False
38998,male,Physics,False
57383,female,Chemistry,False
43344,female,Chemistry,False
49099,male,Physics,True
45769,male,Chemistry,False
36219,male,Physics,False
24929,female,Chemistry,False
32036,female,Physics,True
25399,female,Chemistry,False
40203,male,Physics,True
25723,female,Chemistry,False
50021,male,Physics,True
53401,male,Physics,True
50192,male,Physics,False
43570,male,Physics,False
53391,male,Physics,False
43972,female,Chemistry,False
35662,male,Chemistry,True
29558,female,Physics,False
49410,male,Chemistry,False
38906,female,Chemistry,True
29642,male,Physics,False
29619,male,Chemistry,False
34408,female,Chemistry,False
43268,female,Chemistry,False
40668,male,Physics,False
36631,male,Physics,True
51609,male,Physics,True
30520,male,Physics,False
40628,male,Chemistry,False
32461,male,Physics,True
54417,male,Physics,True
40356,male,Physics,True
32105,male,Physics,True
55620,female,Physics,True
28134,male,Physics,True
57569,female,Chemistry,False
55902,female,Chemistry,False
30673,male,Physics,False
51697,female,Chemistry,False
30878,male,Physics,True
44510,female,Chemistry,False
36883,male,Physics,True
24348,male,Physics,True
53541,male,Physics,False
36833,male,Physics,True
40247,female,Chemistry,False
49752,female,Chemistry,False
53355,female,Chemistry,True
54080,male,Physics,True
39148,female,Chemistry,False
41980,female,Chemistry,False
34127,male,Physics,True
24890,female,Chemistry,True
38028,female,Chemistry,True
51388,female,Chemistry,False
57529,female,Chemistry,False
35976,male,Physics,True
46454,female,Physics,False
44927,male,Physics,True
31125,male,Physics,True
30007,male,Physics,True
26906,male,Physics,False
48083,male,Physics,False
24714,female,Physics,True
28927,male,Physics,False
44856,female,Physics,True
52521,female,Chemistry,False
53771,female,Chemistry,True
40849,male,Physics,False
35248,male,Physics,False
24985,female,Chemistry,False
52036,male,Physics,False
27788,female,Chemistry,False
35674,female,Chemistry,False
56397,female,Chemistry,False
49664,female,Chemistry,False
53015,male,Physics,False
26477,male,Physics,True
56422,male,Physics,False
47338,female,Chemistry,True
37475,female,Chemistry,False
25426,female,Chemistry,True
44214,male,Chemistry,True
40562,male,Physics,False
34481,male,Physics,False
31759,female,Chemistry,False
56156,male,Physics,False
49374,female,Chemistry,False
43453,male,Physics,False
30173,female,Chemistry,False
53326,female,Chemistry,True
52204,male,Physics,False
46445,male,Physics,True
56711,female,Chemistry,False
35860,male,Physics,True
33969,male,Physics,False
38099,male,Physics,True
42677,male,Physics,True
26249,male,Physics,False
38487,male,Physics,True
34621,female,Chemistry,False
48002,female,Chemistry,True
55510,female,Chemistry,False
40512,male,Physics,False
38774,female,Chemistry,False
47934,female,Chemistry,False
32342,male,Physics,False
54572,female,Physics,True
31836,female,Chemistry,True
30189,male,Chemistry,False
37058,male,Physics,True
24519,male,Physics,True
53501,female,Chemistry,False
40297,female,Chemistry,False
57994,female,Chemistry,True
36070,female,Chemistry,True
47468,female,Chemistry,False
45847,female,Chemistry,False
35344,female,Chemistry,True
45662,female,Chemistry,True
44211,female,Chemistry,True
52433,male,Physics,False
56044,female,Chemistry,False
