Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,27.80985,49.61936,83.08067,116.6632,130.414,150.7206,220.1871,156.1536,148.6416,203.7845,206.0386,107.1618,68.36975,45.3359,49.961420000000004,21.892789999999998,17.02552,11.74317,14.75226,13.6671,5.677561,3.3123400000000003,1.156517,-0.147662
1,27.719659999999998,48.55022,65.21374,95.27665999999999,116.9964,133.9056,152.3412,151.934,160.1139,179.5327,147.6184,170.3943,121.8194,52.58537,33.08871,38.40972,44.24843,69.5786,4.019351,3.050024,3.039719,2.996142,2.967954,1.9995939999999999
2,30.4267,33.47752,44.80953,62.47495,77.43523,104.2153,102.7393,137.0004,186.0706,219.3173,181.7615,120.9154,143.1835,82.40501,48.47132,74.71461,60.0909,7.073525,6.089851,6.53745,6.6660960000000005,7.306964999999999,5.73684,3.625628
3,16.66549,30.1086,39.96952,44.12225,59.57512,77.56929000000001,106.8925,166.5539,175.2381,185.2815,154.5056,83.0433,62.61731999999999,62.331669999999995,60.55916,55.921240000000004,15.172839999999999,8.248324,36.68087,61.93413,20.26867,68.58819,46.49812,0.23600949999999998
4,8.815617,18.3516,8.658275,27.5859,48.626909999999995,60.180130000000005,91.3286,145.7109,116.0653,106.2662,68.69447,53.105959999999996,37.92797,47.95942,47.42691,69.20730999999999,44.954679999999996,29.17197,17.91674,16.25515,14.65559,17.260479999999998,31.22245,46.717040000000004
5,6.628881,10.41339,24.81939,26.08952,30.1605,52.30802,64.71007,76.30823000000001,84.63686,99.4324,62.521319999999996,46.81647,55.766059999999996,82.4099,140.2647,81.26501,56.45756,30.421640000000004,17.28782,8.302431,2.981626,2.6985360000000003,5.886086,5.268358
6,21.83975,6.63927,18.97085,32.89204,43.15014,62.86014,104.6657,130.2294,114.8494,106.9873,61.896469999999994,55.556819999999995,86.80986,89.27802,122.4221,123.9698,109.0952,98.41956,77.61374,32.49031,14.67344,7.370775,0.03711011,0.6423392
7,53.343030000000006,26.79797,6.63927,10.88787,17.2044,56.18116,79.70141,90.8453,98.27675,80.87243000000001,74.7931,75.54661,73.4373,74.11694,68.1749,46.240759999999995,39.93857,31.21653,36.88335,40.02525,117.4297,12.70328,1.729771,0.0
8,25.66785,63.05716999999999,22.1414,17.074,41.74483,60.27226999999999,81.42432,114.444,102.3234,101.7878,111.031,119.2309,114.0777,110.5296,59.19355,42.47175,14.635979999999998,6.9440740000000005,6.944075,27.74936,0.0,0.0,0.09449376,0.07732264
9,12.827,69.20554,46.76293,13.96517,33.887440000000005,61.826130000000006,84.74799,121.12200000000001,145.2741,153.1797,204.78599999999997,227.9242,236.3038,228.3655,79.34425,25.934829999999998,6.9440740000000005,6.9440740000000005,6.944075,7.553681,0.0,0.0,0.0,0.0
10,0.0,68.66396,59.0435,33.357620000000004,47.45282,57.8355,78.91689000000001,107.8275,168.0053,130.9597,212.5541,165.8122,210.2429,181.1713,189.7617,137.3378,84.65395,8.677168,6.956575999999999,8.468093,0.0,0.0,0.0,0.0
11,0.0,95.17499000000001,80.03818000000001,59.898619999999994,39.584759999999996,50.28058,63.81641,80.61301999999999,66.37824,198.7651,244.3467,294.2474,264.3517,176.4082,60.21856999999999,77.41475,53.16981,56.16393000000001,6.949235000000001,7.531059,3.7801769999999997,0.0,0.0,0.0
12,0.0,134.9879,130.3696,96.86325,75.70494000000001,58.86466,57.20374,55.18836999999999,78.128,108.5582,154.3774,319.1686,372.8826,275.4655,130.2632,54.938219999999994,25.49719,8.047439,8.084392999999999,5.115252,5.678269,0.0,0.0,0.0
13,0.0,48.08919,142.5558,140.3777,154.7261,87.9361,58.11091999999999,52.83869,67.14822,83.66798,118.9242,150.0681,272.9709,341.1366,238.66400000000002,190.2,116.8943,91.48671999999999,14.0157,42.292770000000004,5.115252,0.0,0.0,0.0
14,0.0,54.1941,146.3839,99.48143,96.19411,102.9473,76.14089,57.7844,47.0402,64.36799,84.23767,162.7181,121.3275,213.1646,328.48199999999997,285.4489,283.8319,212.815,164.549,92.29630999999999,7.244014999999999,1.167,0.0,0.0
15,0.0,6.919658999999999,195.1709,132.5253,135.2341,89.85069,89.45549,60.29966999999999,50.33806,39.17583,59.068540000000006,74.52159,84.93401999999999,187.1219,123.9673,103.7027,128.986,165.1283,249.7054,95.39966,10.002839999999999,2.39255,0.0,0.0
16,0.0,21.73871,123.1339,176.7414,158.2698,137.235,105.3089,86.63255,53.11591,29.03865,30.40539,39.04902,49.23405,63.27853,111.4215,101.1956,40.00962,59.84565,74.51253,17.06316,2.435141,2.287471,-0.0003636982,0.0
17,0.0,0.0,62.04671999999999,136.3122,201.7952,168.1343,95.2046,58.906240000000004,46.940909999999995,49.27053,37.10416,17.970110000000002,30.936970000000002,33.39257,44.030770000000004,55.645419999999994,78.22423,14.42782,9.954997,7.768213,13.0254,21.73166,2.156372,0.5317867
18,0.0,0.0,79.62993,139.6978,173.167,192.8718,196.3499,144.6611,106.5424,57.16653,41.16107,32.12764,13.8566,10.91772,12.071769999999999,22.38254,24.72105,6.803666000000001,4.2008410000000005,16.46857,15.70744,33.96221,7.575688,-0.04880907
19,0.0,0.0,33.2664,57.53643,167.2241,196.4833,194.7966,182.1884,119.6961,73.02113,48.36549,33.746520000000004,26.2379,16.3578,6.811292999999999,6.63927,6.639271000000001,8.468093,6.194273,3.5912330000000003,3.81486,8.600739,5.21889,0.0
20,0.0,0.0,29.77937,54.97282,144.7995,207.4904,165.3432,171.4047,174.9216,100.2733,61.46441,50.19171,26.08209,17.18218,8.468093,6.63927,6.334467,6.334467,5.6666870000000005,4.272203,0.0,0.0,0.0,0.0
21,0.0,0.0,31.409000000000002,132.7418,185.5796,121.8299,185.3841,160.6566,116.1478,118.1078,141.7946,65.56351,48.84066,23.13864,18.12932,10.28531,6.029662999999999,6.044626999999999,5.694764,3.7390849999999998,3.896037,0.0,0.0,0.0
22,0.0,0.0,19.58994,42.30355,96.26777,187.1207,179.6626,221.3898,154.2617,142.1604,148.5737,67.17936999999999,40.69044,39.74512,26.10166,14.484689999999999,8.65873,3.896037,3.571392,3.896037,3.896037,3.896037,1.077756,0.0
23,0.001229679,3.008948,5.909858,33.50574,104.3341,152.2165,198.1988,191.84099999999998,228.7349,168.1041,144.2759,110.7436,57.65214,42.635040000000004,27.918909999999997,15.410520000000002,8.056102000000001,3.9028300000000002,3.879774,3.936718,3.9686339999999998,0.1236256,3.985531,-0.1835741
24,0.0,5.6261410000000005,7.6762559999999995,63.162259999999996,45.99762,79.56688,227.31099999999998,203.9287,172.5618,177.1462,140.4554,123.9905,110.346,65.12319000000001,34.318870000000004,24.5278,9.561069,3.3349910000000005,5.590495,5.487353,5.909498999999999,5.868994,5.833817,3.5681769999999995
